,victim_race,victim_age,victim_sex,city,state,lat,lon,disposition,reported_date_fixed
316,Hispanic,30,Male,Albuquerque,NM,35.0873252,-106.532486,Closed by arrest,2017-03-19
317,Unknown,21,Unknown,Albuquerque,NM,35.1150547,-106.6220024,Closed by arrest,2017-04-11
318,Unknown,30,Unknown,Albuquerque,NM,35.1068852,-106.5854896,Closed by arrest,2017-04-16
319,Unknown,42,Unknown,Albuquerque,NM,35.072553,-106.559023,Closed by arrest,2017-04-28
321,Unknown,30,Unknown,Albuquerque,NM,35.0788853,-106.6024854,Closed by arrest,2017-05-01
324,Unknown,66,Unknown,Albuquerque,NM,35.1237779,-106.6630613,Closed by arrest,2017-05-08
325,Unknown,44,Unknown,Albuquerque,NM,35.1083875,-106.6208873,Closed by arrest,2017-05-14
326,Unknown,32,Unknown,Albuquerque,NM,35.0716665,-106.5783588,Closed by arrest,2017-05-19
329,Unknown,27,Unknown,Albuquerque,NM,35.0723096,-106.548394,Closed by arrest,2017-05-24
330,Unknown,25,Unknown,Albuquerque,NM,35.1340862,-106.4920102,Closed by arrest,2017-05-26
336,Unknown,39,Unknown,Albuquerque,NM,35.1861739,-106.6627011,Closed by arrest,2017-06-20
337,Unknown,24,Unknown,Albuquerque,NM,35.1336225,-106.6344493,Closed by arrest,2017-06-28
339,Unknown,19,Unknown,Albuquerque,NM,35.0723817,-106.7158392,Closed by arrest,2017-07-05
340,Unknown,19,Unknown,Albuquerque,NM,35.0723817,-106.7158392,Closed by arrest,2017-07-05
344,Unknown,59,Unknown,Albuquerque,NM,35.1085058,-106.6499235,Closed by arrest,2017-07-18
345,Unknown,59,Unknown,Albuquerque,NM,35.076824,-106.6278294,Closed by arrest,2017-07-21
349,Unknown,73,Unknown,Albuquerque,NM,35.0954136,-106.6416797,Closed by arrest,2017-08-10
350,Unknown,17,Unknown,Albuquerque,NM,35.070095,-106.563569,Closed by arrest,2017-08-11
351,Unknown,41,Unknown,Albuquerque,NM,35.1378128,-106.5529925,Closed by arrest,2017-08-15
354,Unknown,34,Unknown,Albuquerque,NM,35.0825354,-106.6501768,Closed by arrest,2017-09-01
356,Unknown,56,Unknown,Albuquerque,NM,35.0719456,-106.5575324,Closed by arrest,2017-09-13
361,Unknown,25,Unknown,Albuquerque,NM,35.124046,-106.7006368,Closed by arrest,2017-09-23
363,Unknown,20,Unknown,Albuquerque,NM,35.0621297,-106.5816566,Closed by arrest,2017-10-18
364,Unknown,23,Unknown,Albuquerque,NM,35.0916198,-106.7178408,Closed by arrest,2017-10-21
366,Unknown,21,Unknown,Albuquerque,NM,35.1336152,-106.6044513,Closed without arrest,2017-10-23
367,Unknown,40,Unknown,Albuquerque,NM,35.095901,-106.672773,Closed by arrest,2017-10-28
370,Unknown,19,Unknown,Albuquerque,NM,35.0996136,-106.5600184,Closed by arrest,2017-11-14
373,Unknown,22,Unknown,Albuquerque,NM,35.057319,-106.578808,Closed by arrest,2017-11-27
376,Unknown,31,Unknown,Albuquerque,NM,35.1070058,-106.5135757,Closed by arrest,2017-12-02
377,Unknown,39,Unknown,Albuquerque,NM,35.0586037,-106.4900543,Open/No arrest,2017-12-23
378,Black,29,Male,Atlanta,GA,33.7263527,-84.3847325,Closed by arrest,2007-01-10
379,Black,29,Male,Atlanta,GA,33.805891,-84.4649458,Closed by arrest,2007-01-10
380,Hispanic,36,Male,Atlanta,GA,33.7526653,-84.4183646,Closed by arrest,2007-01-14
381,Black,26,Male,Atlanta,GA,33.64899,-84.360855,Closed by arrest,2007-01-14
382,Black,75,Male,Atlanta,GA,33.7045893,-84.3533916,Open/No arrest,2007-01-20
383,Black,22,Male,Atlanta,GA,33.7248203,-84.4628113,Open/No arrest,2007-01-28
384,Black,40,Male,Atlanta,GA,33.766129,-84.411697,Closed by arrest,2007-02-04
385,Black,1,Female,Atlanta,GA,33.7060799,-84.3586183,Closed by arrest,2007-02-15
386,Black,25,Male,Atlanta,GA,33.764724,-84.4400129,Closed by arrest,2007-02-25
387,Black,25,Male,Atlanta,GA,33.7484957,-84.496382,Open/No arrest,2007-02-25
388,Black,46,Male,Atlanta,GA,33.7454301,-84.4262049,Closed by arrest,2007-02-25
389,Black,66,Male,Atlanta,GA,33.6887371,-84.3648778,Open/No arrest,2007-03-03
390,Black,20,Male,Atlanta,GA,33.6906313,-84.3768592,Open/No arrest,2007-03-04
391,Black,55,Male,Atlanta,GA,33.767054,-84.430863,Open/No arrest,2007-03-05
392,Black,35,Male,Atlanta,GA,33.698396,-84.421549,Open/No arrest,2007-03-07
393,Black,35,Male,Atlanta,GA,33.769471,-84.413217,Closed by arrest,2007-03-14
394,Black,23,Male,Atlanta,GA,33.7582418,-84.4121132,Open/No arrest,2007-03-16
395,Black,28,Male,Atlanta,GA,33.7199792,-84.4344398,Open/No arrest,2007-03-17
396,White,29,Male,Atlanta,GA,33.736715,-84.4103124,Closed by arrest,2007-03-18
397,White,25,Female,Atlanta,GA,33.736715,-84.4103124,Closed by arrest,2007-03-18
398,Black,29,Male,Atlanta,GA,33.7933516,-84.3791897,Closed by arrest,2007-03-20
399,Black,22,Female,Atlanta,GA,33.7577156,-84.3944292,Closed by arrest,2007-04-03
400,Black,16,Male,Atlanta,GA,33.7045355,-84.3531075,Closed by arrest,2007-04-03
401,Black,41,Female,Atlanta,GA,33.7878651,-84.457827,Open/No arrest,2007-04-05
402,Black,23,Male,Atlanta,GA,33.7712906,-84.4339595,Open/No arrest,2007-04-07
403,Black,2,Female,Atlanta,GA,33.7867312,-84.475529,Closed by arrest,2007-04-10
404,Black,29,Male,Atlanta,GA,33.7528531,-84.4175371,Closed by arrest,2007-04-13
405,Hispanic,35,Male,Atlanta,GA,33.750373,-84.489284,Closed without arrest,2007-04-14
406,Black,58,Male,Atlanta,GA,33.7488791,-84.4699235,Open/No arrest,2007-04-20
407,Hispanic,35,Male,Atlanta,GA,33.699314,-84.507112,Open/No arrest,2007-04-21
408,Black,22,Male,Atlanta,GA,33.763448,-84.412614,Closed by arrest,2007-04-24
409,Black,19,Male,Atlanta,GA,33.749842,-84.5229559,Closed by arrest,2007-04-28
410,Black,40,Male,Atlanta,GA,33.7684838,-84.4128356,Closed by arrest,2007-04-30
411,White,23,Male,Atlanta,GA,33.7699846,-84.4047242,Closed by arrest,2007-05-01
412,Black,32,Male,Atlanta,GA,33.7169065,-84.3925671,Open/No arrest,2007-05-02
413,Black,22,Male,Atlanta,GA,33.7552768,-84.3489464,Open/No arrest,2007-05-03
414,Black,17,Male,Atlanta,GA,33.7017492,-84.426167,Closed by arrest,2007-05-03
415,Black,26,Male,Atlanta,GA,33.6798239,-84.4060693,Closed by arrest,2007-05-04
416,Black,34,Male,Atlanta,GA,33.7552262,-84.4210883,Closed without arrest,2007-05-08
417,Black,29,Male,Atlanta,GA,33.715283,-84.411177,Open/No arrest,2007-05-09
418,Black,25,Male,Atlanta,GA,33.7578486,-84.3381613,Open/No arrest,2007-05-23
419,White,63,Male,Atlanta,GA,33.7537987,-84.3985477,Open/No arrest,2007-05-27
420,Black,55,Male,Atlanta,GA,33.7253806,-84.4190286,Open/No arrest,2007-05-29
421,White,47,Male,Atlanta,GA,33.767174,-84.350702,Closed by arrest,2007-05-29
422,Black,35,Male,Atlanta,GA,33.7995483,-84.470985,Open/No arrest,2007-05-30
423,Black,31,Male,Atlanta,GA,33.7995483,-84.470985,Open/No arrest,2007-05-30
424,Black,20,Male,Atlanta,GA,33.6998768,-84.4542655,Open/No arrest,2007-05-31
425,Black,35,Male,Atlanta,GA,33.7525425,-84.4856376,Open/No arrest,2007-06-01
426,Black,24,Male,Atlanta,GA,33.7711205,-84.4213252,Open/No arrest,2007-06-07
427,Black,35,Male,Atlanta,GA,33.783304,-84.383505,Closed by arrest,2007-06-10
428,Black,1,Female,Atlanta,GA,33.7653037,-84.3738386,Closed without arrest,2007-06-11
429,Black,59,Male,Atlanta,GA,33.7651624,-84.3926495,Closed by arrest,2007-06-11
430,Black,23,Male,Atlanta,GA,33.7576648,-84.4061713,Open/No arrest,2007-06-15
431,Black,17,Male,Atlanta,GA,33.6877868,-84.4934528,Closed without arrest,2007-06-16
432,Black,17,Female,Atlanta,GA,33.6877868,-84.4934528,Closed without arrest,2007-06-16
433,Black,27,Male,Atlanta,GA,33.7010207,-84.3805745,Open/No arrest,2007-06-17
434,Black,19,Male,Atlanta,GA,33.7087907,-84.3579779,Closed by arrest,2007-06-18
435,Black,18,Male,Atlanta,GA,33.7655028,-84.3940315,Closed by arrest,2007-06-19
436,Black,56,Male,Atlanta,GA,33.713036,-84.3891772,Closed by arrest,2007-06-19
437,Black,40,Male,Atlanta,GA,33.7367511,-84.3985036,Closed by arrest,2007-06-19
438,Black,22,Male,Atlanta,GA,33.7008366,-84.4505136,Open/No arrest,2007-06-20
439,Black,43,Male,Atlanta,GA,33.6986427,-84.5361856,Open/No arrest,2007-06-30
440,Black,24,Male,Atlanta,GA,33.7702461,-84.3714741,Closed by arrest,2007-07-02
441,Black,46,Male,Atlanta,GA,33.792894,-84.5004875,Closed by arrest,2007-07-07
442,White,68,Male,Atlanta,GA,33.7510709,-84.3492247,Closed by arrest,2007-07-11
443,Black,24,Male,Atlanta,GA,33.766179,-84.457808,Closed by arrest,2007-07-14
444,Black,22,Male,Atlanta,GA,33.7030351,-84.5006941,Closed by arrest,2007-07-15
445,Black,33,Male,Atlanta,GA,33.7915235,-84.4005533,Closed by arrest,2007-07-20
446,Black,47,Male,Atlanta,GA,33.7508775,-84.4477955,Closed by arrest,2007-07-20
447,Black,27,Male,Atlanta,GA,33.6868117,-84.3660902,Closed without arrest,2007-07-23
448,Black,28,Male,Atlanta,GA,33.672512,-84.3859669,Closed without arrest,2007-07-23
449,Black,22,Female,Atlanta,GA,33.672512,-84.3859669,Closed without arrest,2007-07-23
450,Black,26,Female,Atlanta,GA,33.672512,-84.3859669,Closed without arrest,2007-07-23
451,Black,36,Male,Atlanta,GA,33.7289305,-84.3913273,Closed by arrest,2007-07-25
452,Black,9,Female,Atlanta,GA,33.745296,-84.5082387,Closed by arrest,2007-07-25
453,Black,29,Male,Atlanta,GA,33.7834275,-84.4799694,Open/No arrest,2007-07-26
454,Black,41,Male,Atlanta,GA,33.6762615,-84.3888254,Open/No arrest,2007-07-28
455,Black,54,Male,Atlanta,GA,33.679607,-84.376368,Closed by arrest,2007-08-04
456,Black,48,Male,Atlanta,GA,33.764454,-84.5020849,Open/No arrest,2007-08-04
457,Black,21,Male,Atlanta,GA,33.7523291,-84.4145852,Closed by arrest,2007-08-08
458,Black,20,Male,Atlanta,GA,33.7378293,-84.4038414,Closed without arrest,2007-08-24
459,Black,43,Male,Atlanta,GA,33.776606,-84.4506081,Open/No arrest,2007-08-24
460,Hispanic,23,Male,Atlanta,GA,33.8204934,-84.3662149,Open/No arrest,2007-08-28
461,Black,23,Male,Atlanta,GA,33.8272219,-84.3638925,Open/No arrest,2007-08-28
462,White,21,Male,Atlanta,GA,33.7661691,-84.3710478,Closed by arrest,2007-08-28
463,Black,51,Male,Atlanta,GA,33.6844283,-84.4023556,Closed by arrest,2007-08-29
464,Hispanic,34,Male,Atlanta,GA,33.720538,-84.4131466,Open/No arrest,2007-08-31
465,Black,19,Male,Atlanta,GA,33.7297112,-84.4382058,Closed by arrest,2007-09-02
466,Black,23,Male,Atlanta,GA,33.7762824,-84.4668719,Closed by arrest,2007-09-07
467,Black,31,Male,Atlanta,GA,33.7397623,-84.3355958,Closed without arrest,2007-09-08
468,White,49,Male,Atlanta,GA,33.7639445,-84.3678024,Open/No arrest,2007-09-09
469,White,58,Male,Atlanta,GA,33.7714926,-84.373768,Closed without arrest,2007-09-14
470,Black,20,Male,Atlanta,GA,33.6987501,-84.4081967,Closed by arrest,2007-09-20
471,Black,29,Male,Atlanta,GA,33.7378293,-84.4038414,Closed without arrest,2007-09-21
472,Black,27,Male,Atlanta,GA,33.6925469,-84.4926559,Closed without arrest,2007-09-22
473,Black,27,Male,Atlanta,GA,33.7260309,-84.3861455,Closed without arrest,2007-09-22
474,Black,18,Male,Atlanta,GA,33.7676704,-84.4147603,Closed by arrest,2007-09-24
475,Black,47,Male,Atlanta,GA,33.7399344,-84.3119755,Open/No arrest,2007-09-26
476,Black,44,Male,Atlanta,GA,33.7510642,-84.4820001,Open/No arrest,2007-09-28
477,Black,47,Male,Atlanta,GA,33.7644422,-84.4140433,Closed by arrest,2007-09-29
478,Black,52,Male,Atlanta,GA,33.7646266,-84.4497416,Closed by arrest,2007-09-30
479,White,35,Female,Atlanta,GA,33.6882386,-84.3771581,Closed by arrest,2007-10-16
480,Black,33,Male,Atlanta,GA,33.7834275,-84.4799694,Closed by arrest,2007-10-19
481,Black,38,Male,Atlanta,GA,33.7064971,-84.4585293,Closed without arrest,2007-10-24
482,Black,51,Male,Atlanta,GA,33.732793,-84.4418838,Open/No arrest,2007-10-26
483,Black,20,Male,Atlanta,GA,33.675646,-84.3993632,Open/No arrest,2007-10-28
484,Black,39,Male,Atlanta,GA,33.7068943,-84.3772636,Closed by arrest,2007-11-01
485,Black,33,Male,Atlanta,GA,33.6902488,-84.5133384,Open/No arrest,2007-11-02
486,Black,49,Male,Atlanta,GA,33.7697674,-84.4114178,Closed by arrest,2007-11-07
487,Black,58,Male,Atlanta,GA,33.7494243,-84.4704836,Closed by arrest,2007-11-08
488,Black,40,Male,Atlanta,GA,33.7917708,-84.407426,Open/No arrest,2007-11-11
489,Black,18,Male,Atlanta,GA,33.7822859,-84.4776922,Closed by arrest,2007-11-13
490,Black,18,Male,Atlanta,GA,33.7048576,-84.3511101,Open/No arrest,2007-11-15
491,Black,42,Male,Atlanta,GA,33.7835261,-84.4815192,Closed by arrest,2007-11-16
492,Black,50,Male,Atlanta,GA,33.7017304,-84.4217295,Open/No arrest,2007-11-16
493,Black,15,Female,Atlanta,GA,33.7825118,-84.4794341,Closed by arrest,2007-11-19
494,Black,18,Male,Atlanta,GA,33.758722,-84.5039069,Closed by arrest,2007-11-22
495,White,44,Female,Atlanta,GA,33.7521962,-84.3989557,Closed by arrest,2007-11-23
496,Black,28,Male,Atlanta,GA,33.8103182,-84.3685413,Closed by arrest,2007-11-24
497,Black,78,Male,Atlanta,GA,33.6772305,-84.4886102,Closed by arrest,2007-12-02
498,Black,20,Male,Atlanta,GA,33.716298,-84.4345529,Closed by arrest,2007-12-02
499,Black,17,Male,Atlanta,GA,33.724697,-84.407889,Closed by arrest,2007-12-05
500,Black,30,Male,Atlanta,GA,33.7607189,-84.4316233,Closed by arrest,2007-12-06
501,Black,47,Male,Atlanta,GA,33.8016089,-84.3718149,Closed by arrest,2007-12-17
502,White,35,Male,Atlanta,GA,33.6707871,-84.3671573,Closed by arrest,2007-12-22
503,Black,25,Male,Atlanta,GA,33.7797794,-84.4796291,Open/No arrest,2007-12-26
504,Black,40,Male,Atlanta,GA,33.6890252,-84.3595542,Closed by arrest,2007-12-29
505,Black,38,Male,Atlanta,GA,33.7387104,-84.4457619,Open/No arrest,2008-11-08
506,Hispanic,24,Male,Atlanta,GA,33.7518953,-84.4924469,Open/No arrest,2008-11-08
507,Black,17,Male,Atlanta,GA,33.6583155,-84.3703737,Closed by arrest,2008-11-09
508,Hispanic,17,Female,Atlanta,GA,33.79964,-84.392193,Closed by arrest,2008-11-09
509,Hispanic,18,Male,Atlanta,GA,33.79964,-84.392193,Closed by arrest,2008-11-09
510,Black,31,Male,Atlanta,GA,33.6992836,-84.4846956,Closed by arrest,2008-11-09
511,Black,57,Male,Atlanta,GA,33.675612,-84.417047,Closed by arrest,2008-11-13
512,Black,26,Male,Atlanta,GA,33.7467165,-84.3796746,Closed by arrest,2008-11-17
513,Black,46,Male,Atlanta,GA,33.7637664,-84.4325121,Open/No arrest,2008-11-28
514,Black,23,Male,Atlanta,GA,33.7659066,-84.4162921,Open/No arrest,2008-12-04
515,Black,45,Male,Atlanta,GA,33.7241948,-84.4264242,Closed by arrest,2008-12-04
516,Black,25,Male,Atlanta,GA,33.7642103,-84.431705,Open/No arrest,2008-12-07
518,Black,33,Male,Atlanta,GA,33.7471257,-84.3478118,Open/No arrest,2008-12-17
519,Black,26,Male,Atlanta,GA,33.7739149,-84.3812361,Open/No arrest,2008-01-14
520,Black,17,Male,Atlanta,GA,33.7328109,-84.3868929,Closed by arrest,2008-01-18
521,Hispanic,4,Male,Atlanta,GA,33.831965,-84.3819916,Closed by arrest,2008-01-18
522,Black,26,Male,Atlanta,GA,33.7150308,-84.4116597,Closed by arrest,2008-01-19
523,Black,22,Female,Atlanta,GA,33.7323105,-84.4077399,Closed without arrest,2008-01-29
524,Black,101,Male,Atlanta,GA,33.755125,-84.375137,Closed by arrest,2008-02-02
525,Black,36,Male,Atlanta,GA,33.7449222,-84.3860323,Closed by arrest,2008-02-05
526,Black,30,Male,Atlanta,GA,33.7231263,-84.4183079,Open/No arrest,2008-02-07
527,Black,24,Male,Atlanta,GA,33.750275,-84.395982,Closed by arrest,2008-02-15
528,Black,43,Male,Atlanta,GA,33.7435248,-84.4303479,Closed by arrest,2008-02-25
529,Black,44,Male,Atlanta,GA,33.7456565,-84.4257212,Closed by arrest,2008-02-24
530,Black,21,Male,Atlanta,GA,33.7219635,-84.3743818,Closed by arrest,2008-02-28
531,Black,62,Male,Atlanta,GA,33.763768,-84.432473,Open/No arrest,2008-03-02
532,Black,51,Female,Atlanta,GA,33.7666973,-84.3711903,Closed by arrest,2008-03-04
533,Black,24,Male,Atlanta,GA,33.7585264,-84.4082439,Closed by arrest,2008-03-07
534,Hispanic,29,Male,Atlanta,GA,33.7064782,-84.4574774,Open/No arrest,2008-03-13
535,Black,24,Male,Atlanta,GA,33.6770471,-84.3910739,Closed without arrest,2008-03-13
536,Black,51,Male,Atlanta,GA,33.7135735,-84.397114,Closed by arrest,2008-03-13
537,Black,35,Male,Atlanta,GA,33.7195658,-84.4262088,Closed by arrest,2008-03-14
538,Black,17,Male,Atlanta,GA,33.792894,-84.5004875,Closed by arrest,2008-03-20
539,Black,25,Female,Atlanta,GA,33.7097406,-84.3792416,Closed by arrest,2008-03-23
540,Black,37,Male,Atlanta,GA,33.760911,-84.3754143,Closed by arrest,2008-03-28
541,Black,36,Male,Atlanta,GA,33.7701526,-84.439044,Open/No arrest,2008-03-30
542,Black,25,Male,Atlanta,GA,33.6834171,-84.3963971,Closed by arrest,2008-03-30
543,Black,42,Male,Atlanta,GA,33.8009993,-84.4665555,Closed by arrest,2008-04-04
544,White,44,Female,Atlanta,GA,33.8098021,-84.4204712,Closed without arrest,2008-04-05
545,Black,17,Male,Atlanta,GA,33.7828577,-84.4776951,Closed by arrest,2008-04-10
546,Black,20,Male,Atlanta,GA,33.7510959,-84.4441216,Closed by arrest,2008-04-11
547,Black,56,Male,Atlanta,GA,33.7007691,-84.4674375,Closed by arrest,2008-04-11
548,Black,24,Male,Atlanta,GA,33.7317888,-84.3818946,Closed by arrest,2008-04-22
549,Black,25,Female,Atlanta,GA,33.7703651,-84.3854419,Closed without arrest,2008-04-25
550,Black,31,Male,Atlanta,GA,33.7649551,-84.4577734,Open/No arrest,2008-05-01
551,Black,29,Male,Atlanta,GA,33.7477442,-84.326686,Closed by arrest,2008-05-02
552,Black,42,Male,Atlanta,GA,33.7399344,-84.3119755,Open/No arrest,2008-05-03
553,Black,25,Male,Atlanta,GA,33.7642103,-84.431705,Open/No arrest,2008-05-07
554,Black,43,Male,Atlanta,GA,33.7385995,-84.3966996,Open/No arrest,2008-05-07
555,Black,16,Male,Atlanta,GA,33.7716356,-84.4456001,Closed by arrest,2008-05-11
556,Black,21,Male,Atlanta,GA,33.7761468,-84.4681943,Open/No arrest,2008-05-13
557,Black,33,Male,Atlanta,GA,33.724682,-84.3526762,Closed by arrest,2008-05-19
558,Black,29,Male,Atlanta,GA,33.724682,-84.3526762,Closed by arrest,2008-05-19
559,White,32,Male,Atlanta,GA,33.7363442,-84.4368031,Open/No arrest,2008-05-23
560,Black,48,Male,Atlanta,GA,33.8095125,-84.3930921,Closed by arrest,2008-05-27
561,Black,1,Female,Atlanta,GA,33.754407,-84.4885528,Closed by arrest,2008-05-30
562,Black,35,Male,Atlanta,GA,33.744114,-84.380099,Closed by arrest,2008-06-20
563,Black,17,Male,Atlanta,GA,33.7181062,-84.417301,Closed by arrest,2008-06-22
564,Black,29,Male,Atlanta,GA,33.786497,-84.458512,Open/No arrest,2008-06-25
565,Black,24,Male,Atlanta,GA,33.6795532,-84.378967,Closed by arrest,2008-06-25
566,Black,22,Male,Atlanta,GA,33.6736071,-84.3710659,Closed by arrest,2008-06-26
567,Black,29,Male,Atlanta,GA,33.6598066,-84.3551031,Open/No arrest,2008-06-26
568,Black,44,Male,Atlanta,GA,33.7594883,-84.4431042,Open/No arrest,2008-06-27
569,Black,28,Male,Atlanta,GA,33.725499,-84.401115,Closed by arrest,2008-07-01
570,Black,20,Male,Atlanta,GA,33.7714182,-84.3724622,Closed by arrest,2008-07-07
571,Black,26,Female,Atlanta,GA,33.7079189,-84.487122,Closed by arrest,2008-07-10
572,Black,48,Male,Atlanta,GA,33.7326107,-84.4384728,Closed by arrest,2008-07-13
573,Black,27,Male,Atlanta,GA,33.7646023,-84.4252918,Closed by arrest,2008-07-17
574,Black,21,Male,Atlanta,GA,33.7718929,-84.3724984,Closed without arrest,2008-07-18
575,Black,33,Male,Atlanta,GA,33.7535215,-84.3927913,Closed by arrest,2008-07-19
576,Black,23,Male,Atlanta,GA,33.718042,-84.414527,Closed by arrest,2008-07-21
577,Black,50,Male,Atlanta,GA,33.7283264,-84.4331871,Closed by arrest,2008-07-26
578,White,59,Male,Atlanta,GA,33.726932,-84.3643036,Open/No arrest,2008-07-28
579,Black,44,Male,Atlanta,GA,33.7552469,-84.4652196,Closed by arrest,2008-08-06
580,Black,25,Female,Atlanta,GA,33.727714,-84.4083628,Open/No arrest,2008-08-15
581,Black,24,Male,Atlanta,GA,33.700133,-84.453557,Closed by arrest,2008-08-17
582,Black,18,Male,Atlanta,GA,33.7331717,-84.4170864,Closed by arrest,2008-08-23
583,Black,48,Male,Atlanta,GA,33.7869266,-84.3895317,Closed by arrest,2008-09-02
584,Black,21,Male,Atlanta,GA,33.7711903,-84.412411,Closed by arrest,2008-09-02
585,Black,46,Male,Atlanta,GA,33.7705624,-84.4113986,Open/No arrest,2008-09-12
586,Black,36,Female,Atlanta,GA,33.7530965,-84.4740456,Closed by arrest,2008-09-27
587,Black,49,Male,Atlanta,GA,33.7475949,-84.295332,Open/No arrest,2008-09-27
588,Black,38,Female,Atlanta,GA,33.7286059,-84.4134471,Closed by arrest,2008-09-28
589,Black,32,Male,Atlanta,GA,33.76341,-84.3680469,Closed by arrest,2008-09-29
